host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,gender,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
"New York, NY",NA,NA,NA,f,other,t,t,Upper West Side,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
"New York, United States",NA,NA,NA,f,other,t,t,Astoria,Queens,Entire rental unit,Entire home/apt,(2 - 3],NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Upper East Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,West Village,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,5.0
other,NA,NA,(78 - 98],t,other,t,t,other,Bronx,Private room in home,Private room,<= 2,<= 1,<= 1,(1 - 2],(100 - 200],(1 - 12],> 1,0,f,(0.15 - 0.73],unknown,<= 16,<= 2,<= 2,<= 6,0,4.43
"New York, NY",NA,NA,NA,f,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
other,NA,NA,NA,f,other,t,t,Greenpoint,Brooklyn,Entire rental unit,Entire home/apt,> 3,NA,> 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,(16 - 32],(2 - 6],> 2,<= 6,0,5.0
other,NA,NA,NA,f,other,t,f,other,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,male,(16 - 32],(2 - 6],> 2,<= 6,0,4.5
"New York, NY",NA,NA,NA,f,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,> 9,0,5.0
other,NA,NA,NA,f,Williamsburg,t,t,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
other,NA,NA,NA,f,Hell's Kitchen,t,t,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,> 3,NA,> 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
other,NA,NA,NA,f,other,t,f,other,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
other,NA,NA,NA,f,Elmhurst,t,t,other,Queens,Private room in townhouse,Private room,<= 2,NA,NA,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],male,<= 16,(2 - 6],> 2,(6 - 9],1,4.83
"New York, NY",NA,NA,NA,f,Astoria,t,t,Astoria,Queens,Private room in home,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,> 9,1,4.8
other,NA,NA,NA,f,Upper East Side,t,f,Upper East Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,male,<= 16,(2 - 6],> 2,<= 6,0,4.5
other,within a day,<= 99,> 98,t,other,t,t,other,Bronx,Private room in rental unit,Private room,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,<= 1,0,t,> 0.73,unknown,<= 16,<= 2,<= 2,<= 6,1,4.63
other,NA,NA,NA,f,other,t,t,other,Brooklyn,Private room in home,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],female,<= 16,(2 - 6],> 2,<= 6,1,4.67
"New York, NY",NA,NA,NA,f,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Midtown,Manhattan,other,Hotel room,> 3,NA,NA,NA,NA,<= 1,<= 1,0,t,<= 0.15,unknown,<= 16,(2 - 6],> 2,<= 6,0,4.0
other,NA,NA,NA,f,other,t,f,other,Queens,Entire home,Entire home/apt,> 3,NA,> 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,(16 - 32],(2 - 6],> 2,<= 6,0,5.0
other,NA,NA,NA,f,other,t,t,other,Brooklyn,Private room in home,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,1,4.8
"New York, NY",NA,NA,NA,f,other,t,t,Lower East Side,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,0,4.64
"New York, NY",within a day,> 99,<= 78,t,other,t,t,other,Brooklyn,other,Private room,<= 2,NA,NA,NA,NA,> 12,> 1,>1,f,(0.15 - 0.73],female,(16 - 32],(2 - 6],<= 2,(6 - 9],1,4.73
"New York, NY",NA,NA,NA,f,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,> 9,1,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Upper West Side,Manhattan,Private room in rental unit,Private room,<= 2,NA,> 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,> 9,1,4.83
other,NA,NA,NA,f,other,t,t,East Village,Manhattan,Entire rental unit,Entire home/apt,> 3,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,> 9,0,5.0
other,NA,NA,NA,f,other,t,t,Lower East Side,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,> 0.73,female,(16 - 32],(2 - 6],> 2,> 9,0,4.78
"New York, NY",NA,NA,NA,f,other,t,t,Midtown,Manhattan,other,Shared room,<= 2,NA,NA,NA,NA,> 12,<= 1,0,f,> 0.73,unknown,<= 16,(2 - 6],> 2,<= 6,1,4.61
other,NA,NA,NA,f,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,East Harlem,Manhattan,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],male,(16 - 32],(2 - 6],> 2,<= 6,1,5.0
"New York, NY",NA,NA,NA,f,Bushwick,t,t,Bushwick,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],0,4.0
"New York, NY",NA,NA,NA,f,other,t,t,West Village,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,> 9,0,4.56
"New York, NY",NA,NA,NA,f,Astoria,t,t,Astoria,Queens,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,West Village,Manhattan,Entire rental unit,Entire home/apt,(2 - 3],NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Harlem,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,> 9,1,5.0
"New York, United States",NA,NA,NA,f,other,t,t,other,Queens,Private room in townhouse,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,<= 6,1,4.29
"New York, NY",NA,NA,NA,f,other,t,t,East Harlem,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,> 12,<= 1,0,f,> 0.73,unknown,<= 16,(2 - 6],> 2,(6 - 9],1,4.77
"New York, NY",NA,NA,NA,f,Hell's Kitchen,t,t,Hell's Kitchen,Manhattan,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,<= 6,0,5.0
"New York, United States",NA,NA,NA,f,Bushwick,t,f,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,<= 6,1,5.0
other,NA,NA,NA,f,Bushwick,t,t,Bushwick,Brooklyn,Entire rental unit,Entire home/apt,> 3,NA,> 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,(16 - 32],(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,Upper West Side,t,t,Upper West Side,Manhattan,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,<= 6,1,4.5
"New York, NY",NA,NA,NA,f,other,t,t,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],1,4.0
"New York, United States",NA,NA,NA,f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in townhouse,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,<= 6,1,4.0
"New York, NY",NA,NA,NA,f,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Washington Heights,Manhattan,Private room in rental unit,Private room,> 3,NA,NA,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],female,<= 16,(2 - 6],> 2,<= 6,1,4.44
other,NA,NA,NA,f,other,t,t,other,Bronx,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
other,NA,NA,NA,f,Hell's Kitchen,t,t,Hell's Kitchen,Manhattan,other,Shared room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,(16 - 32],(2 - 6],> 2,<= 6,1,4.0
"New York, NY",NA,NA,NA,f,Prospect Lefferts Gardens,t,f,Prospect-Lefferts Gardens,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,> 12,<= 1,0,t,> 0.73,unknown,<= 16,(2 - 6],<= 2,<= 6,1,4.6
other,NA,NA,NA,f,other,t,f,Midtown,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],unknown,<= 16,(2 - 6],<= 2,<= 6,0,4.05
other,NA,NA,NA,f,Bushwick,t,t,Bushwick,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,(2 - 6],> 2,(6 - 9],1,5.0
"New York, NY",within a few hours,> 99,> 98,f,other,t,t,other,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],<= 2,> 9,1,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],unknown,(16 - 32],<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,Upper East Side,t,t,Upper East Side,Manhattan,Entire rental unit,Entire home/apt,> 3,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,> 9,0,4.0
other,NA,NA,NA,f,Hell's Kitchen,t,t,Hell's Kitchen,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,<= 6,0,4.13
"New York, NY",NA,NA,NA,f,other,t,t,other,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, United States",NA,NA,NA,f,other,t,t,other,Queens,Private room in home,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,1,5.0
other,NA,NA,NA,f,other,t,f,Midtown,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,> 0.73,unknown,<= 16,(2 - 6],<= 2,<= 6,0,4.48
"New York, NY",within an hour,> 99,(78 - 98],f,other,t,t,Chelsea,Manhattan,Entire rental unit,Entire home/apt,> 3,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,(16 - 32],(2 - 6],<= 2,<= 6,0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Financial District,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],female,<= 16,(2 - 6],> 2,> 9,0,4.9
"New York, NY",within an hour,> 99,> 98,f,other,t,t,other,Bronx,Entire home,Entire home/apt,<= 2,<= 1,<= 1,(1 - 2],<= 100,> 12,<= 1,0,f,> 0.73,male,> 32,(2 - 6],<= 2,<= 6,0,4.26
other,NA,NA,NA,f,other,t,t,other,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,1,4.0
"New York, United States",NA,NA,NA,f,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],male,(16 - 32],(2 - 6],> 2,<= 6,1,4.55
"New York, United States",NA,NA,NA,f,other,t,t,other,Queens,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],<= 2,<= 6,0,5.0
other,NA,NA,NA,f,other,t,f,Midtown,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,> 0.73,unknown,<= 16,(2 - 6],<= 2,<= 6,0,4.07
other,NA,NA,NA,f,other,t,f,Midtown,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,> 0.73,unknown,<= 16,(2 - 6],<= 2,<= 6,0,4.68
"New York, NY",within a day,> 99,> 98,f,other,t,t,other,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,male,(16 - 32],(2 - 6],> 2,(6 - 9],1,5.0
"New York, United States",NA,NA,NA,f,other,t,t,other,Brooklyn,other,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,1,5.0
"New York, United States",NA,NA,NA,f,other,t,t,Prospect-Lefferts Gardens,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,0,5.0
"New York, NY",within a day,> 99,<= 78,f,Hell's Kitchen,t,f,Kips Bay,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,male,(16 - 32],(2 - 6],<= 2,> 9,0,5.0
other,NA,NA,NA,f,Flushing,t,t,other,Queens,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,(6 - 9],1,3.8
"New York, NY",within an hour,<= 99,(78 - 98],f,other,t,t,Harlem,Manhattan,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,t,(0.15 - 0.73],female,(16 - 32],(2 - 6],<= 2,> 9,0,4.22
"New York, NY",within an hour,> 99,<= 78,f,other,t,t,Bedford-Stuyvesant,Brooklyn,Private room in rental unit,Private room,<= 2,NA,> 1,NA,NA,> 12,<= 1,0,f,> 0.73,male,<= 16,<= 2,<= 2,<= 6,1,4.95
"New York, NY",within an hour,<= 99,<= 78,f,Flatbush,t,t,Bushwick,Brooklyn,other,Private room,<= 2,NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,<= 2,<= 2,> 9,1,5.0
other,NA,NA,NA,f,other,t,t,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,<= 2,<= 2,> 9,0,4.0
"New York, NY",NA,NA,NA,f,other,t,f,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,(16 - 32],(2 - 6],> 2,(6 - 9],0,4.67
"New York, NY",NA,NA,NA,f,other,t,t,Harlem,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,(2 - 6],> 2,<= 6,0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,> 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,Williamsburg,t,t,Williamsburg,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],male,(16 - 32],<= 2,<= 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,other,Bronx,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,> 200,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,(2 - 6],> 2,(6 - 9],0,5.0
"New York, NY",NA,NA,NA,f,Flushing,t,t,other,Queens,Private room in rental unit,Private room,<= 2,<= 1,> 1,<= 1,> 200,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,<= 2,<= 2,(6 - 9],1,5.0
other,within an hour,> 99,(78 - 98],f,other,t,t,Midtown,Manhattan,Room in hotel,Private room,<= 2,NA,<= 1,NA,NA,<= 1,<= 1,0,t,(0.15 - 0.73],unknown,<= 16,<= 2,<= 2,<= 6,0,4.0
"New York, NY",NA,NA,NA,f,Jamaica,t,t,other,Queens,Private room in home,Private room,<= 2,NA,<= 1,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],unknown,<= 16,> 6,> 2,> 9,1,4.35
other,NA,NA,NA,f,other,t,t,other,Bronx,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,unknown,<= 16,<= 2,<= 2,<= 6,1,5.0
other,a few days or more,<= 99,NA,f,other,t,t,other,Queens,Entire home,Entire home/apt,> 3,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],male,(16 - 32],<= 2,<= 2,<= 6,0,4.5
other,NA,NA,NA,f,other,t,t,other,Queens,Private room in home,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,(0.15 - 0.73],male,<= 16,<= 2,<= 2,<= 6,1,4.5
"New York, NY",NA,NA,NA,f,Williamsburg,t,t,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,female,(16 - 32],<= 2,<= 2,(6 - 9],1,5.0
other,NA,NA,NA,f,Williamsburg,t,t,Williamsburg,Brooklyn,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,1,4.0
other,NA,NA,NA,f,Greenpoint,t,t,Greenpoint,Brooklyn,Entire loft,Entire home/apt,> 3,NA,<= 1,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],male,<= 16,> 6,> 2,> 9,0,4.98
other,NA,NA,NA,f,other,t,f,Bedford-Stuyvesant,Brooklyn,Entire home,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.63
other,a few days or more,<= 99,> 98,f,other,t,t,Hell's Kitchen,Manhattan,Room in hotel,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],> 1,0,t,(0.15 - 0.73],unknown,<= 16,<= 2,<= 2,<= 6,0,2.67
"New York, NY",within an hour,> 99,> 98,t,Bedford-Stuyvesant,t,t,Bedford-Stuyvesant,Brooklyn,other,Private room,> 3,NA,NA,NA,NA,(1 - 12],<= 1,0,t,<= 0.15,unknown,<= 16,<= 2,<= 2,<= 6,0,4.33
"New York, NY",NA,NA,NA,t,Crown Heights,t,t,Crown Heights,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,> 12,> 1,0,f,> 0.73,female,(16 - 32],<= 2,<= 2,<= 6,1,4.83
"New York, NY",NA,NA,NA,f,Jamaica,t,t,other,Queens,Private room in home,Private room,(2 - 3],NA,> 1,NA,NA,> 12,<= 1,0,f,(0.15 - 0.73],unknown,<= 16,> 6,> 2,> 9,1,4.18
other,within an hour,> 99,(78 - 98],t,other,t,t,East Village,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,(0.15 - 0.73],female,<= 16,<= 2,<= 2,<= 6,0,5.0
other,NA,NA,NA,f,Flatbush,t,f,Prospect-Lefferts Gardens,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.71
other,NA,NA,NA,f,Crown Heights,t,f,Crown Heights,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,5.0
other,NA,NA,NA,f,Crown Heights,t,t,Crown Heights,Brooklyn,Private room in rental unit,Private room,<= 2,NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,> 3,NA,> 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.6
"New York, NY",NA,NA,NA,f,other,t,t,other,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,> 6,> 2,> 9,0,4.89
other,a few days or more,<= 99,> 98,f,other,t,t,Williamsburg,Brooklyn,Room in hotel,Private room,<= 2,NA,<= 1,NA,NA,(1 - 12],> 1,0,t,(0.15 - 0.73],unknown,<= 16,<= 2,<= 2,<= 6,0,4.5
"New York, United States",within a few hours,<= 99,(78 - 98],,other,t,t,other,Brooklyn,Private room in home,Private room,<= 2,NA,NA,NA,NA,(1 - 12],> 1,0,f,(0.15 - 0.73],unknown,<= 16,<= 2,<= 2,<= 6,0,5.0
"New York, NY",NA,NA,NA,f,Long Island City,t,t,Long Island City,Queens,Entire rental unit,Entire home/apt,(2 - 3],NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,4.0
"New York, NY",NA,NA,NA,f,other,t,t,East Village,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,4.0
"New York, United States",within an hour,> 99,> 98,f,other,t,t,other,Bronx,Entire rental unit,Entire home/apt,<= 2,<= 1,<= 1,<= 1,<= 100,> 12,> 1,0,t,> 0.73,unknown,<= 16,(2 - 6],<= 2,(6 - 9],0,4.22
"New York, NY",NA,NA,NA,f,Hell's Kitchen,t,t,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.91
"New York, NY",NA,NA,NA,f,other,t,t,other,Manhattan,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,4.25
"New York, NY",NA,NA,NA,f,other,t,f,other,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,Crown Heights,t,t,Crown Heights,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,Crown Heights,t,f,Crown Heights,Brooklyn,Private room in rental unit,Private room,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,other,t,t,other,Brooklyn,Entire rental unit,Entire home/apt,<= 2,NA,<= 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,male,<= 16,> 6,> 2,> 9,0,5.0
"New York, NY",NA,NA,NA,f,other,t,f,other,Queens,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.0
"New York, NY",NA,NA,NA,f,Astoria,t,t,Astoria,Queens,Entire rental unit,Entire home/apt,> 3,NA,<= 1,NA,NA,<= 1,<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.0
other,NA,NA,NA,f,other,t,t,Harlem,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,> 1,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,female,<= 16,> 6,> 2,> 9,0,4.5
"New York, NY",NA,NA,NA,f,Hell's Kitchen,t,t,Hell's Kitchen,Manhattan,Entire rental unit,Entire home/apt,<= 2,NA,NA,NA,NA,(1 - 12],<= 1,0,f,<= 0.15,unknown,<= 16,> 6,> 2,> 9,0,5.0
