host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
Karen,within a few hours,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,>2.0,(6.0-9.0],1,5.0
Kristina,within an hour,>99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
Hanayo,NA,NA,>98.0,t,Park Slope,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,t,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.81
Karina,within a few hours,>99.0,<=78.0,t,Bushwick,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.88
Calatayud,within a few hours,>99.0,(78.0-98.0],t,Harlem,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.92
Luis,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire condo,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Yang And Su,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.96
Erma,within an hour,>99.0,>98.0,t,other,f,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.75
Eugenia,within an hour,>99.0,>98.0,t,Crown Heights,t,Brooklyn,Private room in townhouse,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,1,4.96
Kristina,within an hour,>99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,<=6.0,1,5.0
Cristina,NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.33
Superhost,within a few hours,>99.0,<=78.0,t,Upper West Side,t,Queens,Entire townhouse,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.96
Fiorella,a few days or more,<=99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Maki,within an hour,>99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],1,4.85
Latane,within an hour,>99.0,(78.0-98.0],t,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],<=16.0,>6.0,>2.0,(6.0-9.0],0,4.88
Alisa,a few days or more,<=99.0,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.67
Russell,within an hour,<=99.0,(78.0-98.0],f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],1,4.74
Seth,within an hour,>99.0,(78.0-98.0],t,Park Slope,t,Brooklyn,Entire condo,Entire home/apt,(2.0-3.0],<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,1,f,<=0.15,>32.0,>6.0,<=2.0,>9.0,0,4.96
Brinton,within an hour,>99.0,>98.0,t,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.82
Edward,within an hour,>99.0,(78.0-98.0],f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,>9.0,1,4.5
Sung Ae,within an hour,>99.0,(78.0-98.0],f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,>6.0,<=2.0,(6.0-9.0],0,4.53
Roger,NA,NA,>98.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.7
Lauren,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Sharon,within a few hours,>99.0,(78.0-98.0],f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,>1,f,>0.73,>32.0,>6.0,<=2.0,(6.0-9.0],1,4.68
Jonathan,within a few hours,>99.0,>98.0,t,Astoria,t,Queens,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.81
Shean,within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,5.0
David,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,>2.0,(100.0-200.0],>12.0,>1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.99
Gabriel,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Entire condo,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.79
Kevin,within an hour,>99.0,(78.0-98.0],f,other,t,Brooklyn,Private room in home,Private room,<=2.0,>1.0,>1.0,<=1.0,<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,1,4.72
Stephanie,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Entire loft,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.82
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Queens,other,Private room,>3.0,<=1.0,<=1.0,(1.0-2.0],>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.76
Jeniffer,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,other,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Salvador,within an hour,>99.0,>98.0,t,Bedford-Stuyvesant,t,Brooklyn,Private room in townhouse,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Helen,within an hour,>99.0,<=78.0,f,Long Island City,f,Queens,other,Shared room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,1,3.86
Dani,within a day,>99.0,>98.0,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,>2.0,<=100.0,>12.0,<=1.0,0,t,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.93
Adrienne,a few days or more,<=99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,>1.0,(1.0-2.0],<=100.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,5.0
Dragan,NA,NA,NA,f,Astoria,f,Queens,other,Shared room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,<=1.0,0,t,>0.73,(16.0-32.0],>6.0,>2.0,>9.0,1,4.73
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Queens,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.88
Francisco,within an hour,>99.0,(78.0-98.0],f,other,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,1,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,4.83
Shani,within an hour,>99.0,<=78.0,f,Crown Heights,t,Brooklyn,Entire home,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,<=1.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Jaime,within an hour,<=99.0,<=78.0,f,other,t,Manhattan,Entire condo,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.75
Adam,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],0,5.0
Terrance,within a few hours,>99.0,NA,t,Bedford-Stuyvesant,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],1,4.71
Rudis,within a day,<=99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
MyNyHousing,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,4.64
Olai,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,2.0
Kevin,within a few hours,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,t,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.72
Jason,within an hour,>99.0,>98.0,t,Long Island City,t,Queens,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,>2.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Althea,within a few hours,>99.0,(78.0-98.0],t,Crown Heights,t,Brooklyn,Entire home,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,t,<=0.15,>32.0,>6.0,>2.0,>9.0,0,4.85
Jeniffer,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.58
Fabiola,a few days or more,<=99.0,<=78.0,f,other,t,Manhattan,Entire condo,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
Robert,NA,NA,NA,f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],1,4.5
Alexandra,NA,NA,NA,f,Astoria,t,Queens,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,4.86
Ezra,NA,NA,NA,,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],1,4.53
Tina,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Sandra,within a few hours,>99.0,(78.0-98.0],t,other,t,Brooklyn,Entire condo,Entire home/apt,<=2.0,>1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.9
Masaaki,within an hour,>99.0,<=78.0,f,Crown Heights,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,5.0
Inna,within an hour,>99.0,<=78.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,>9.0,0,5.0
Olivia,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,4.91
Roger,within a few hours,>99.0,(78.0-98.0],f,Crown Heights,t,Brooklyn,other,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,>1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,>9.0,0,4.82
Lara,within an hour,<=99.0,>98.0,f,Park Slope,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,4.92
Una,a few days or more,<=99.0,<=78.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,>1.0,<=1.0,<=100.0,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,5.0
Elizabeth,NA,NA,NA,t,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,1,4.88
Maison,NA,NA,>98.0,,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,>12.0,>1.0,>1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.75
Lane,NA,NA,NA,f,Upper West Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,>1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,4.67
Brownstone Management Group,within a few hours,<=99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,>9.0,0,4.75
Sung Ae,within an hour,>99.0,(78.0-98.0],f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Furnished Quarters,within an hour,>99.0,>98.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,3.5
Furnished Quarters,within an hour,>99.0,>98.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,5.0
AFI Apartments,within a few hours,<=99.0,<=78.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.7
John,NA,NA,NA,f,Harlem,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,(6.0-9.0],0,4.63
D. Christopher,within a day,<=99.0,NA,f,Harlem,t,Manhattan,Private room in rental unit,Private room,>3.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,t,>0.73,>32.0,>6.0,<=2.0,>9.0,1,4.53
Alba,within a day,<=99.0,<=78.0,f,other,f,Queens,Entire home,Entire home/apt,>3.0,<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,<=1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.64
Ana,within an hour,>99.0,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,<=16.0,<=2.0,<=2.0,(6.0-9.0],1,5.0
Sarah,NA,NA,>98.0,f,Crown Heights,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.6
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Queens,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.74
Johanna,a few days or more,<=99.0,NA,f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,4.9
Amy,NA,NA,>98.0,t,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.77
Hugo,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Entire condo,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Will,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,0,5.0
Jason,within a day,<=99.0,(78.0-98.0],f,other,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,1,5.0
Leanne,within a day,>99.0,(78.0-98.0],t,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,1,4.96
Inna,within an hour,>99.0,<=78.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,>9.0,0,4.89
Jessy,within an hour,>99.0,>98.0,t,Williamsburg,t,Brooklyn,Entire condo,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,4.83
Marjorie,within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,1,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.87
So Jung,within an hour,>99.0,>98.0,t,Long Island City,t,Queens,Private room in condo,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,5.0
Amy,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,<=2.0,<=2.0,<=6.0,1,4.69
Lexia,within an hour,>99.0,>98.0,t,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,1,f,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.88
Kristina,within a few hours,<=99.0,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,>1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Pamela,within a day,>99.0,>98.0,t,Bedford-Stuyvesant,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,<=1.0,0,f,>0.73,>32.0,>6.0,<=2.0,(6.0-9.0],1,4.7
Santi,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,(6.0-9.0],0,4.63
Emmy,NA,NA,NA,f,other,t,Queens,Private room in rental unit,Private room,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.0
Dani,within a day,>99.0,>98.0,f,Park Slope,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,>1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],<=1.0,0,t,<=0.15,>32.0,(2.0-6.0],<=2.0,>9.0,0,5.0
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Queens,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,t,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.53
Doungrat,within an hour,>99.0,(78.0-98.0],f,Harlem,t,Manhattan,Private room in townhouse,Private room,<=2.0,>1.0,<=1.0,>2.0,>200.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,>9.0,0,4.9
Alba,within a day,<=99.0,<=78.0,f,other,f,Queens,Entire home,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.66
Catherine,within an hour,>99.0,>98.0,t,Bedford-Stuyvesant,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,1,4.85
Conrad,within an hour,>99.0,(78.0-98.0],t,Harlem,f,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,1,f,>0.73,(16.0-32.0],>6.0,<=2.0,(6.0-9.0],0,4.98
Masaaki,within an hour,>99.0,<=78.0,f,Crown Heights,t,Brooklyn,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,5.0
Valeryia,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,0,5.0
Inna,within an hour,>99.0,<=78.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,(1.0-12.0],>1.0,1,f,(0.15-0.73],>32.0,<=2.0,<=2.0,>9.0,0,4.83
Dandan,within a few hours,>99.0,(78.0-98.0],t,other,t,Brooklyn,Entire home,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,>1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.72
Alex,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,>1,t,>0.73,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],1,4.89
Jeniffer,within a few hours,<=99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,1,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.68
